country_region_code,country_region,sub_region_1,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,2/25/2022,2,34,14,-14,-11,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,2/26/2022,-1,35,10,-11,4,3
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,2/27/2022,0,29,23,-17,4,3
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,2/28/2022,6,26,44,-11,-49,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/1/2022,8,40,26,-16,-9,4
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/2/2022,7,36,22,-14,-10,4
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/3/2022,12,36,50,-8,-45,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/4/2022,6,36,37,-14,-2,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/5/2022,-4,28,16,-14,7,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/6/2022,-6,17,17,-10,11,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/7/2022,8,35,34,-8,1,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/8/2022,13,41,53,-9,4,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/9/2022,10,38,50,-5,6,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/10/2022,15,40,61,-4,12,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/11/2022,9,34,55,-6,10,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/12/2022,6,36,53,-2,25,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/13/2022,-3,21,31,-3,19,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/14/2022,13,38,68,-4,13,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/15/2022,13,39,63,1,11,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/16/2022,7,30,53,-2,10,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/17/2022,11,35,56,0,15,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/18/2022,4,27,44,-7,13,12
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/19/2022,5,34,52,0,26,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/20/2022,-6,17,25,-4,19,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/21/2022,8,31,57,-4,12,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/22/2022,5,28,52,-5,7,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/23/2022,11,34,57,0,13,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/24/2022,12,34,55,3,16,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/25/2022,8,31,46,1,15,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/26/2022,11,39,56,10,29,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/27/2022,9,31,56,10,27,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/28/2022,15,38,67,8,17,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/29/2022,15,39,62,7,14,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/30/2022,16,38,61,9,16,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,3/31/2022,23,49,70,10,18,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/1/2022,18,50,61,5,11,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/2/2022,1,44,27,-10,17,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/3/2022,-16,25,7,-25,13,14
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/4/2022,-3,27,42,-16,8,12
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/5/2022,3,35,50,-13,10,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/6/2022,2,31,46,-13,14,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/7/2022,7,33,46,-15,17,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/8/2022,3,30,44,-16,16,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/9/2022,-3,28,24,-14,29,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/10/2022,-2,25,19,-17,28,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/11/2022,9,34,56,-11,16,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/12/2022,8,33,54,-9,15,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/13/2022,9,34,54,-11,15,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/14/2022,12,36,55,-5,18,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/15/2022,7,26,51,-12,-35,17
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/16/2022,-5,23,22,-16,23,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/17/2022,4,30,28,-10,29,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/18/2022,11,36,61,-6,17,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/19/2022,8,32,46,-5,14,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/20/2022,16,45,56,-1,16,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/21/2022,16,44,54,-1,18,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/22/2022,13,41,48,-4,14,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/23/2022,13,48,32,6,30,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/24/2022,15,47,28,1,32,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/25/2022,11,37,46,4,10,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/26/2022,31,65,63,13,9,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/27/2022,32,70,62,17,9,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/28/2022,35,76,61,27,7,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/29/2022,35,82,66,35,-20,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,4/30/2022,22,80,42,32,2,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/1/2022,22,89,49,8,11,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/2/2022,22,31,150,9,-66,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/3/2022,32,48,210,47,-66,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/4/2022,31,52,198,50,-52,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/5/2022,36,56,179,47,-42,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/6/2022,23,46,123,38,-35,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/7/2022,11,42,101,48,-3,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/8/2022,10,35,80,48,16,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/9/2022,19,40,71,23,10,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/10/2022,18,43,67,20,7,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/11/2022,21,46,73,19,11,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/12/2022,14,36,56,9,13,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/13/2022,14,38,63,15,14,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/14/2022,7,37,58,23,24,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/15/2022,13,37,89,25,24,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/16/2022,9,23,94,27,-40,15
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/17/2022,17,43,63,12,13,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/18/2022,17,43,72,12,14,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/19/2022,17,42,67,8,17,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/20/2022,10,35,59,5,16,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/21/2022,3,31,52,5,28,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/22/2022,7,33,71,9,27,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/23/2022,14,34,72,8,16,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/24/2022,14,36,72,6,14,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/25/2022,19,43,74,11,14,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/26/2022,18,38,96,12,-36,15
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/27/2022,12,38,61,-4,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/28/2022,8,38,66,3,29,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/29/2022,5,31,59,4,28,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/30/2022,15,39,80,1,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,5/31/2022,20,45,89,5,16,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/1/2022,19,44,113,6,-36,14
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/2/2022,20,50,72,0,20,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/3/2022,14,42,65,-1,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/4/2022,7,37,62,4,28,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/5/2022,11,39,73,8,29,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/6/2022,18,43,77,5,18,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/7/2022,17,41,70,3,14,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/8/2022,20,45,77,6,16,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/9/2022,19,44,72,3,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/10/2022,16,42,71,4,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/11/2022,9,40,72,6,29,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/12/2022,6,34,60,8,27,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/13/2022,16,40,73,7,15,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/14/2022,17,40,75,6,12,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/15/2022,15,39,68,9,12,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/16/2022,16,40,64,10,14,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/17/2022,11,38,62,11,11,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/18/2022,6,38,52,11,29,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/19/2022,4,32,51,18,27,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/20/2022,15,41,76,16,6,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/21/2022,13,38,75,15,4,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/22/2022,13,38,73,20,4,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/23/2022,14,39,73,14,7,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/24/2022,12,39,68,12,6,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/25/2022,7,38,58,15,25,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/26/2022,7,35,73,19,29,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/27/2022,14,38,76,15,6,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/28/2022,17,43,78,16,3,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/29/2022,15,40,72,18,5,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,6/30/2022,19,47,69,15,8,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/1/2022,17,49,70,19,7,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/2/2022,13,51,70,23,22,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/3/2022,14,43,71,20,27,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/4/2022,18,44,72,16,4,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/5/2022,22,51,86,19,3,5
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/6/2022,23,50,80,20,4,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/7/2022,24,50,76,19,6,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/8/2022,18,50,64,19,6,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/9/2022,3,47,42,1,-4,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/10/2022,-7,16,58,-5,3,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/11/2022,18,46,95,14,4,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/12/2022,19,47,79,14,6,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/13/2022,16,44,72,14,8,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/14/2022,11,35,57,9,7,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/15/2022,15,42,68,17,14,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/16/2022,9,42,56,16,27,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/17/2022,6,33,38,15,24,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/18/2022,13,40,65,12,15,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/19/2022,16,43,74,11,15,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/20/2022,14,42,73,11,16,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/21/2022,15,42,68,9,20,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/22/2022,10,35,63,5,20,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/23/2022,7,38,62,9,32,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/24/2022,5,32,53,8,27,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/25/2022,9,36,52,4,17,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/26/2022,17,45,71,10,17,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/27/2022,10,39,61,10,18,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/28/2022,15,48,64,8,20,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/29/2022,14,50,66,12,22,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/30/2022,7,46,61,8,1,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,7/31/2022,2,36,33,7,27,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/1/2022,19,57,70,5,21,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/2/2022,20,56,73,7,19,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/3/2022,17,54,71,8,20,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/4/2022,19,51,62,7,23,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/5/2022,17,52,67,8,22,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/6/2022,9,48,48,7,32,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/7/2022,12,48,57,13,29,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/8/2022,18,51,73,6,22,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/9/2022,18,50,70,5,20,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/10/2022,13,44,61,8,21,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/11/2022,20,54,72,10,25,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/12/2022,14,47,71,6,25,7
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/13/2022,5,43,51,3,36,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/14/2022,5,39,50,2,32,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/15/2022,19,50,83,3,25,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/16/2022,16,46,69,-3,22,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/17/2022,21,47,118,-1,-23,17
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/18/2022,18,50,74,-1,25,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/19/2022,15,47,72,2,27,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/20/2022,9,46,62,4,33,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/21/2022,6,40,65,6,34,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/22/2022,14,44,73,3,25,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/23/2022,14,44,72,1,22,11
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/24/2022,14,45,68,4,23,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/25/2022,18,51,73,4,25,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/26/2022,17,50,69,9,26,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/27/2022,7,42,53,2,35,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/28/2022,8,43,54,6,32,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/29/2022,15,47,75,4,25,9
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/30/2022,11,40,54,0,22,10
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,8/31/2022,17,51,66,5,23,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,9/1/2022,23,60,66,10,28,6
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,9/2/2022,16,51,59,15,26,8
ID,Indonesia,Kalimantan Timur,ID-KI,ChIJkZxNlhBH8S0R13bjLx2wq8Q,9/3/2022,13,52,56,10,36,5
