country_region_code,country_region,sub_region_1,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/1/2022,1,21,-11,-18,-35,1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/2/2022,17,40,2,-1,-9,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/3/2022,17,42,-1,-4,-12,-8
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/4/2022,5,29,-16,-8,-10,-6
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/5/2022,14,38,-7,-7,-8,-7
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/6/2022,14,39,-10,-6,-5,-7
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/7/2022,10,36,-6,-9,-5,-6
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/8/2022,9,29,-11,-7,-8,-5
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/9/2022,11,31,-5,-11,-6,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/10/2022,13,34,-5,1,-8,-7
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/11/2022,10,33,-3,1,-7,-8
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/12/2022,8,29,-7,-6,-7,-6
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/13/2022,12,36,-7,2,-5,-6
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/14/2022,8,32,-3,-7,-4,-5
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/15/2022,11,31,0,1,-4,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/16/2022,12,31,7,-4,-3,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/17/2022,10,30,-1,-3,-4,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/18/2022,7,28,-3,-2,-5,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/19/2022,10,33,-3,-7,-3,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/20/2022,12,36,-5,-4,-2,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/21/2022,8,31,-3,-13,-1,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/22/2022,9,28,0,-7,-1,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/23/2022,9,27,9,-11,-1,0
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/24/2022,6,25,-7,-8,-2,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/25/2022,8,29,-5,-7,-4,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/26/2022,9,28,-5,-8,-3,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/27/2022,10,31,-5,-7,-2,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/28/2022,7,28,-4,-13,-1,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/29/2022,8,25,-3,-3,0,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/30/2022,10,27,7,-8,1,1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,1/31/2022,12,29,2,-2,-3,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/1/2022,8,30,25,0,-48,4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/2/2022,10,34,-4,-7,-3,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/3/2022,11,36,-7,-7,-2,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/4/2022,8,32,-5,-13,-1,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/5/2022,9,30,-3,-6,-2,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/6/2022,3,21,-6,-15,-3,2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/7/2022,11,31,-8,-11,-3,-3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/8/2022,11,32,1,-8,-4,-4
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/9/2022,6,25,-18,-18,-5,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/10/2022,12,36,-10,-6,-6,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/11/2022,8,30,-6,-15,-2,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/12/2022,11,31,-4,-9,-1,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/13/2022,11,30,2,-12,0,1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/14/2022,9,28,-5,-12,-2,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/15/2022,1,22,-16,-14,-4,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/16/2022,4,25,-17,-16,-4,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/17/2022,11,35,-10,-11,-2,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/18/2022,5,29,-10,-19,-1,-2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/19/2022,9,30,0,-13,1,1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/20/2022,9,29,6,-14,2,3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/21/2022,10,30,1,-16,-2,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/22/2022,3,24,-4,-15,-4,-1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/23/2022,6,28,-3,-13,-2,1
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/24/2022,9,34,0,-8,0,2
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/25/2022,3,28,-6,-13,0,5
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/26/2022,-3,19,-8,-4,-2,7
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/27/2022,2,21,-9,-20,-1,9
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,2/28/2022,2,21,2,-2,-47,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/1/2022,10,40,1,-8,-3,3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/2/2022,8,32,-7,-14,-2,3
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/3/2022,15,43,20,-2,-41,9
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/4/2022,12,40,8,-14,7,8
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/5/2022,11,33,3,-5,8,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/6/2022,14,34,7,-3,14,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/7/2022,15,35,12,-3,7,7
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/8/2022,4,24,2,-6,8,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/9/2022,13,35,10,-2,11,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/10/2022,17,41,16,2,14,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/11/2022,14,39,20,-7,19,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/12/2022,17,39,20,-3,24,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/13/2022,18,39,21,-5,29,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/14/2022,19,39,26,-1,18,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/15/2022,15,37,27,4,17,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/16/2022,13,35,17,-7,16,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/17/2022,8,31,7,-6,16,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/18/2022,16,41,21,-5,19,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/19/2022,14,35,15,-2,23,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/20/2022,15,35,12,-9,28,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/21/2022,22,40,38,10,18,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/22/2022,18,39,36,14,16,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/23/2022,16,36,31,4,15,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/24/2022,22,44,28,8,17,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/25/2022,18,43,25,-4,19,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/26/2022,19,41,23,13,25,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/27/2022,25,46,46,14,30,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/28/2022,28,48,45,15,19,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/29/2022,26,49,45,15,15,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/30/2022,31,57,49,15,12,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,3/31/2022,40,79,58,29,6,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/1/2022,28,76,69,6,-14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/2/2022,6,45,20,-15,-13,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/3/2022,-15,23,-29,-37,6,25
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/4/2022,1,38,12,-15,-6,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/5/2022,-3,35,6,-18,-5,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/6/2022,-1,33,8,-18,-3,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/7/2022,3,38,7,-14,-1,19
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/8/2022,-1,32,5,-23,0,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/9/2022,0,35,-6,-17,4,21
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/10/2022,2,34,-15,-23,29,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/11/2022,7,37,22,-14,8,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/12/2022,6,39,24,-8,6,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/13/2022,7,37,19,-6,5,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/14/2022,11,45,23,1,7,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/15/2022,7,39,17,-19,-31,23
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/16/2022,7,41,2,-16,9,19
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/17/2022,8,40,-8,-13,31,20
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/18/2022,13,44,26,-8,8,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/19/2022,8,41,23,-2,4,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/20/2022,15,49,27,3,3,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/21/2022,18,57,27,4,6,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/22/2022,15,52,27,-3,6,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/23/2022,17,56,12,-1,11,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/24/2022,18,54,1,-5,34,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/25/2022,19,55,30,12,-1,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/26/2022,25,68,38,15,-4,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/27/2022,29,73,40,16,-6,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/28/2022,35,88,38,35,-6,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/29/2022,33,86,41,16,-28,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,4/30/2022,29,88,17,22,-10,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/1/2022,37,115,20,9,13,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/2/2022,13,31,81,-5,-59,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/3/2022,29,52,121,31,-62,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/4/2022,42,67,181,58,-59,8
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/5/2022,43,72,162,59,-55,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/6/2022,30,59,115,42,-48,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/7/2022,31,58,95,58,-25,10
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/8/2022,36,62,71,51,10,9
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/9/2022,37,63,74,42,4,11
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/10/2022,27,56,58,33,4,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/11/2022,27,54,47,21,5,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/12/2022,28,57,48,23,8,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/13/2022,22,50,41,15,10,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/14/2022,22,47,41,26,13,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/15/2022,26,49,50,22,23,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/16/2022,27,49,79,33,-36,18
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/17/2022,23,49,45,18,11,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/18/2022,23,47,44,12,9,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/19/2022,25,49,38,13,10,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/20/2022,19,45,36,7,13,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/21/2022,18,40,31,2,16,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/22/2022,20,42,33,8,28,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/23/2022,24,45,45,8,13,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/24/2022,19,42,45,8,10,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/25/2022,22,42,40,12,9,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/26/2022,22,46,59,21,-32,19
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/27/2022,19,43,38,1,14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/28/2022,16,38,19,-1,18,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/29/2022,15,36,10,-6,30,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/30/2022,21,41,30,3,15,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,5/31/2022,15,37,24,1,12,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/1/2022,8,31,25,-10,-34,23
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/2/2022,21,49,22,-5,14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/3/2022,19,47,30,-7,16,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/4/2022,19,44,28,-5,20,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/5/2022,18,43,26,-1,32,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/6/2022,23,44,42,0,16,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/7/2022,19,43,41,4,13,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/8/2022,19,41,37,2,13,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/9/2022,19,44,31,1,14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/10/2022,14,40,24,-7,16,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/11/2022,16,41,28,-5,20,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/12/2022,18,41,34,1,33,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/13/2022,22,44,45,3,15,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/14/2022,12,34,28,5,11,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/15/2022,14,35,26,2,9,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/16/2022,21,47,33,8,12,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/17/2022,18,44,31,8,14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/18/2022,16,40,28,2,19,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/19/2022,19,42,33,10,33,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/20/2022,21,41,46,9,6,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/21/2022,14,36,40,13,3,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/22/2022,16,37,38,9,3,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/23/2022,12,33,23,3,3,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/24/2022,18,43,38,6,6,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/25/2022,14,37,27,3,10,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/26/2022,17,38,31,13,33,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/27/2022,20,38,41,17,6,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/28/2022,17,38,43,17,5,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/29/2022,17,37,34,9,5,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,6/30/2022,22,45,37,12,7,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/1/2022,15,43,28,4,8,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/2/2022,21,49,34,7,11,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/3/2022,24,50,36,9,37,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/4/2022,26,49,42,11,6,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/5/2022,27,56,55,21,6,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/6/2022,30,59,51,23,5,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/7/2022,36,73,46,32,6,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/8/2022,36,85,43,22,1,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/9/2022,28,87,28,-2,-11,17
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/10/2022,6,20,31,-14,2,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/11/2022,21,36,101,12,-40,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/12/2022,25,46,101,34,-34,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/13/2022,28,53,85,30,-10,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/14/2022,31,59,67,21,-3,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/15/2022,23,49,48,10,9,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/16/2022,23,48,39,8,14,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/17/2022,26,53,33,15,32,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/18/2022,25,50,45,9,14,12
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/19/2022,23,46,41,11,14,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/20/2022,21,43,34,7,13,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/21/2022,19,44,30,4,14,14
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/22/2022,15,41,28,4,17,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/23/2022,16,40,19,-2,39,13
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/24/2022,11,34,8,-2,29,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/25/2022,16,37,26,-1,14,16
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/26/2022,15,40,30,8,14,15
ID,Indonesia,Aceh,ID-AC,ChIJvcR8UN-bOTARYMogsoCdAwE,7/27/2022,15,37,26,4,12,15
